"Also, wenn man das Auto auf die Raeder stellt und mit einem etwas ueber einem Meter langen Rohr ran geht und sich dann ""wippend"" drauf stellt, sollte es eigentlich los gehen... wenn da wirklich nichts zu machen ist, dann bleibt Dir nur der Weg zu einer kfz - Werkstadt, die das mit nem Pneumatischen Hammer versuchen kann. Aber eigentlich sollte es auch so gehen - Ein Meter Rohr und mit 80 KG Koerpergewicht raufstellen = 800 NM, das sollte reichen. Was Du aber gelernt haben solltest, wenn Du es ab bekommen hast und wieder montierst ist, dass da ein wenig MOS2 Fett aufs Gewinde kommt vorm anziehen, damits bei naechsten mal wieder ab geht...";0
"Ist der Splint wirklich raus? Was immer hilft, ausser gluehendmachen ist, die Mutter an einer 6-kantflaeche mit einer kleinen Flex runterzuschleifen. Natuerlich nicht bis zum Gewinde, issklar. Aber so nach 3-4mm kann man mal versuchen rechts und links davon mit'n Meissel tangential draufkloppen. Nicht auf die Mitte der geflexten Stelle!! Da geht das Gewinde hopps. Dann immer wieder die 36er Nuss mit'n Meter Rohrverlaengerung versuchen. Draufstellen und wippen. Manchmal kann man sich auch zu zweit draufstellen- je nach Rohr.Rostloeser hilft da auch viel, nur muss der 1Tag vorher drauf. Der braucht Zeit zum Wirken. Was man immer vermeiden sollte:- Nuss+Verlaengerung nach aussen, daran dann rechtwinklig das Verlaengerungsrohr! Die Kraft geht seitlich als Hebelwirkung verloren, merklich beim dauernden Abrutschen der Nuss von der Mutter. Bestens ist so'n leicht gekroepfter, abgesaegter Ringschluessel wo man ein Rohr aufstecken kann. Die weitet sich durch diese Aktionen und bislang bekam ich jede ""genietete, angescheisste:)"" so immer ab. Nachher neu, ist klar. Und wie schon einer sagte, MoS2 oder Cu-paste aufs Gewinde und du hast nie mehr so ein Theater.";0
"...mal kurz eingeschaltet: Kupferpaste auf Stahl ist genau das richtige. Kupfer ""opfert"" sich auf Grund seines nidrigeren elektrochemischen Spannungspotentials gegenueber Stahl und verhindert so die Korosion des Stahls. Das ist das gleiche Prinzip wie z.B. bei der Verzinkung - Verzinkte Schrauben gammeln ja auch weniger schnell fest als nicht verzinkte... Deswegen verwendet man ja auch Kupferpaste (oder verkupfete Muttern) an Motoren an Stellen an denen auf Grund der Temperaturen keine Verzinkten Schrauben verwendet werden koennen (z.B. Auspuffkruemmerschrauben). Wogegen z.B. Kupferpaste auf Aluminium oder Titan kritisch ist... Gruss Jan";0
Als erstes den kompleten Fehlerspeicher auslesen, Batterie mit einem Ladegeraet im Auto , also ueber die Starthilfepole laden (nicht an der batterie selber). Im Fehlerspeicher wird auch was zu den Bremsen stehen... VCDS USer gibt es in einer Liste in der FAQ oder meiner Signatur;0
Du laesst das Fahrzeug laufen also Motor an und spruehst mit Bremsenreiniger alle Teile ein die Luftfuehrend sind - also Ansaugbruecke, Luftfiltergehaeuse, Schlaeuche usw. Steigt die Drehzahl an hast du den ungefaehren Ort erkannt. Eine Disa ist unter der Ansaugbruecke die andere Disa ist auf der Seite unter dem Luftfilter. Stecker wurden aber nicht vertauscht? Die duerfen kein Spiel haben - egal in welche Richtung.;0
Wie ist das denn zu verstehen ? An der Batterie sind doch neben dem Massekabel auch ein + Pol Kabel, das i.d.R. zum Magnetschalter und von dort weiter zum Anlasser + Pol geht. Vermutlich wird der Magnetschalter nicht arbeiten, dieser ist ein Elektromagnet der im Startmoment eine Kupferbruecke innen gegen die beiden Kabelschraubkontakte drueckt und somit die Batteriespannung auf den Anlasser gibt, der sich dann dreht. Dieser Magnetschalter wird mit dem duennen (0,75-1,5 qmm) Kabel beim Startvorgang bestromt, das funktioniert aber nur wennn der Magnetschalter auch die Masse erhaelt und hier wird wohl das Problem liegen. Entweder ist die Masse ueber ein zweites duennes Kabel oder durch die Anschraubverbindung angeschossen, h ier waere nachzuschauen. Das Relais muss hoerbar Klicken auch waere der Magnetschalter zu oeffnen und die Kontaktbruecke sowie die Gegenkontakte zu reinigen.;0
Hmm, die Fehler koennten alle wegen einer leeren Batterie (also Unterspannung) anstehen. Der Ruhestrom sollte 50mA nicht uebersteigen, bei Dir sind es 600mA (0,6A). Eine falsch codierte Batterie kann in der Lernphase durch aktivierte Ruhestromstufen Kompfortsysteme (Innenbeleuchtung, Sitzheizung Klimaanlage usw.) abschalten aber nicht die Busruhe unterbrechen. Der Befehl zur Busruhe kommt geht (soweit ich weiss) vom Diagnose-Interface ueber den CAN-Kompfort-Bus an die Steuergeraete, wenn einzelne Steuergeraete diesen Befehl nicht umsetzen ist dort der Fehler zu suchen. An deiner Stelle wuerde ich die 3 Sicherungen entfernen, die Batterie mit einem externen Ladegeraet aufladen und dann den Fehlerspeicher loeschen. Kommen die Fehler wieder sind wahrscheinlich die Steuergeraete die an den Sicherungen dranhaengen defekt.;0
Am Zuendschloss gibt es ein kleines Loch, in das ein Kugelschreiber passt und den Schluessel wieder frei gibt.;0
Same here. Ich glaube aber eher das es Kontaktprobleme der Batterie im Schluessel sind. Wenn der Schluessel nicht erkannt wird hilft haeufig genug ihn mal zu druecken (nicht auf die Knoepfe) oder den Bart ein und auszuklappen. Viola, es geht wieder. Hab ihn mal aufgemacht und die Kontakte nachgebogen, dann ging es wieder recht lange problemlos...;0
Meine vermutung war sogar dass das Kofferraumkabel geknickt wurde und so die kofferraum meldung gekommen ist und evt die batterie dadurch angegriffen wurde. Aber das ist nur eine vermutung.;0
